episode,reward,length,chains_broken,chain_progressed,chains_completed,Value,Step,Wall time
256,-1.0,200,0,0,0,,,
257,-1.0,200,0,0,0,,,
258,-1.0,200,0,0,0,,,
259,-1.0,200,0,0,0,,,
260,-2.0,200,1,0,0,,,
261,-2.0,200,1,0,0,,,
262,-2.0,200,0,0,0,,,
263,-2.0,200,1,0,0,,,
264,-2.0,200,1,0,0,,,
265,-2.0,200,1,0,0,,,
266,-1.0,200,0,0,0,,,
267,-1.0,200,0,0,0,,,
268,-1.0,200,0,0,0,,,
269,-1.0,200,0,0,0,,,
270,-1.0,200,0,0,0,,,
271,-1.0,200,0,0,0,,,
272,-5.0,200,1,0,0,,,
273,-1.0,200,0,0,0,,,
274,-1.0,200,0,0,0,,,
275,-1.0,200,0,0,0,,,
276,-1.0,200,0,0,0,,,
277,-2.0,200,1,0,0,,,
278,-1.0,200,0,0,0,,,
279,-1.0,200,0,0,0,,,
280,-1.0,200,0,0,0,,,
281,-2.0,200,0,0,0,,,
282,-1.0,200,0,0,0,,,
283,-1.0,200,0,0,0,,,
284,-2.0,200,1,0,0,,,
285,-2.0,200,1,0,0,,,
286,-2.0,200,0,0,0,,,
287,-1.0,200,0,0,0,,,
288,-1.0,200,0,0,0,,,
289,-1.0,200,0,0,0,,,
290,-1.0,200,0,0,0,,,
291,-1.0,200,0,0,0,,,
292,-4.0,200,2,0,0,,,
293,-1.0,200,0,0,0,,,
294,-1.0,200,0,0,0,,,
295,-1.0,200,0,0,0,,,
296,-3.0,200,1,0,0,,,
297,-1.0,200,0,0,0,,,
298,-3.0,200,2,0,0,,,
299,-1.0,200,0,0,0,,,
300,-1.0,200,0,0,0,,,
301,-1.0,200,0,0,0,,,
302,-1.0,200,0,0,0,,,
303,-1.0,200,0,0,0,,,
304,-1.0,200,0,0,0,,,
305,-1.0,200,0,0,0,,,
306,-3.0,200,0,0,0,,,
307,-1.0,200,0,0,0,,,
308,-1.0,200,0,0,0,,,
309,-1.0,200,0,0,0,,,
310,-4.0,200,1,0,0,,,
311,-1.0,200,0,0,0,,,
312,-1.0,200,0,0,0,,,
313,-1.0,200,0,0,0,,,
314,-1.0,200,0,0,0,,,
315,-1.0,200,0,0,0,,,
316,-1.0,200,0,0,0,,,
317,-2.0,200,1,0,0,,,
318,-2.0,200,1,0,0,,,
319,-1.0,200,0,0,0,,,
320,-1.0,200,0,0,0,,,
321,-1.0,200,0,0,0,,,
322,-1.0,200,0,0,0,,,
323,-1.0,200,0,0,0,,,
324,-1.0,200,0,0,0,,,
325,-1.0,200,0,0,0,,,
326,-1.0,200,0,0,0,,,
327,-1.0,200,0,0,0,,,
328,-5.0,200,0,0,0,,,
329,-1.0,200,0,0,0,,,
330,-1.0,200,0,0,0,,,
331,-2.0,200,1,0,0,,,
332,-1.0,200,0,0,0,,,
333,-1.0,200,0,0,0,,,
334,-3.0,200,1,0,0,,,
335,-2.0,200,1,0,0,,,
336,-1.0,200,0,0,0,,,
337,-1.0,200,0,0,0,,,
338,-1.0,200,0,0,0,,,
339,-1.0,200,0,0,0,,,
340,-1.0,200,0,0,0,,,
341,-3.0,200,1,0,0,,,
342,-1.0,200,0,0,0,,,
343,-3.0,200,1,0,0,,,
344,-1.0,200,0,0,0,,,
345,-1.0,200,0,0,0,,,
346,-1.0,200,0,0,0,,,
347,-2.0,200,1,0,0,,,
348,-1.0,200,0,0,0,,,
349,-1.0,200,0,0,0,,,
350,-1.0,200,0,0,0,,,
351,-2.0,200,1,0,0,,,
352,-1.0,200,0,0,0,,,
353,-1.0,200,0,0,0,,,
354,-1.0,200,0,0,0,,,
355,-3.0,200,1,0,0,,,
356,-1.0,200,0,0,0,,,
357,-2.0,200,1,0,0,,,
358,-2.0,200,0,0,0,,,
359,-1.0,200,0,0,0,,,
360,-2.0,200,1,0,0,,,
361,-1.0,200,0,0,0,,,
362,-2.0,200,0,0,0,,,
363,-1.0,200,0,0,0,,,
364,-1.0,200,0,0,0,,,
365,-1.0,200,0,0,0,,,
366,-1.0,200,0,0,0,,,
367,-1.0,200,0,0,0,,,
368,-2.0,200,0,0,0,,,
369,-1.0,200,0,0,0,,,
370,-1.0,200,0,0,0,,,
371,-1.0,200,0,0,0,,,
372,-1.0,200,0,0,0,,,
373,-2.0,200,1,0,0,,,
374,-3.0,200,0,0,0,,,
375,-1.0,200,0,0,0,,,
376,-1.0,200,0,0,0,,,
377,-2.0,200,1,0,0,,,
378,-1.0,200,0,0,0,,,
379,-1.0,200,0,0,0,,,
380,-2.0,200,0,0,0,,,
381,-1.0,200,0,0,0,,,
382,-1.0,200,0,0,0,,,
383,-1.0,200,0,0,0,,,
384,-1.0,200,0,0,0,,,
385,-2.0,200,1,0,0,,,
386,-1.0,200,0,0,0,,,
387,-1.0,200,0,0,0,,,
388,-1.0,200,0,0,0,,,
389,-2.0,200,1,0,0,,,
390,-1.0,200,0,0,0,,,
391,-1.0,200,0,0,0,,,
392,-1.0,200,0,0,0,,,
393,-1.0,200,0,0,0,,,
394,-1.0,200,0,0,0,,,
395,-2.0,200,1,0,0,,,
396,-2.0,200,0,0,0,,,
397,-1.0,200,0,0,0,,,
398,-1.0,200,0,0,0,,,
399,-1.0,200,0,0,0,,,
400,-1.0,200,0,0,0,,,
401,-1.0,200,0,0,0,,,
402,-1.0,200,0,0,0,,,
403,-1.0,200,0,0,0,,,
404,-1.0,200,0,0,0,,,
405,-2.0,200,1,0,0,,,
406,-2.0,200,1,0,0,,,
407,-2.0,200,1,0,0,,,
408,-3.0,200,0,0,0,,,
409,-1.0,200,0,0,0,,,
410,-2.0,200,1,0,0,,,
411,-4.0,200,2,0,0,,,
412,-2.0,200,0,0,0,,,
413,-2.0,200,1,0,0,,,
414,-2.0,200,1,0,0,,,
415,-1.0,200,0,0,0,,,
416,-2.0,200,1,0,0,,,
417,-1.0,200,0,0,0,,,
418,-1.0,200,0,0,0,,,
419,-2.0,200,1,0,0,,,
420,-1.0,200,0,0,0,,,
421,-2.0,200,0,0,0,,,
422,-1.0,200,0,0,0,,,
423,-1.0,200,0,0,0,,,
424,-1.0,200,0,0,0,,,
425,-4.0,200,2,0,0,,,
426,-1.0,200,0,0,0,,,
427,-2.0,200,1,0,0,,,
428,-1.0,200,0,0,0,,,
429,-1.0,200,0,0,0,,,
430,-1.0,200,0,0,0,,,
431,-1.0,200,0,0,0,,,
432,-1.0,200,0,0,0,,,
433,-1.0,200,0,0,0,,,
434,-2.0,200,0,0,0,,,
435,-1.0,200,0,0,0,,,
436,-1.0,200,0,0,0,,,
437,-1.0,200,0,0,0,,,
438,-2.0,200,1,0,0,,,
439,-1.0,200,0,0,0,,,
440,-2.0,200,1,0,0,,,
441,-1.0,200,0,0,0,,,
442,-1.0,200,0,0,0,,,
443,-1.0,200,0,0,0,,,
444,-6.0,200,1,0,0,,,
445,-1.0,200,0,0,0,,,
446,-3.0,200,2,0,0,,,
447,-1.0,200,0,0,0,,,
448,-2.0,200,1,0,0,,,
449,-1.0,200,0,0,0,,,
450,-1.0,200,0,0,0,,,
451,-3.0,200,0,0,0,,,
452,-1.0,200,0,0,0,,,
453,-2.0,200,1,0,0,,,
454,-1.0,200,0,0,0,,,
455,-1.0,200,0,0,0,,,
456,-2.0,200,1,0,0,,,
457,-1.0,200,0,0,0,,,
458,-1.0,200,0,0,0,,,
459,-1.0,200,0,0,0,,,
460,-1.0,200,0,0,0,,,
461,-2.0,200,1,0,0,,,
462,-2.0,200,0,0,0,,,
463,-1.0,200,0,0,0,,,
464,-1.0,200,0,0,0,,,
465,-1.0,200,0,0,0,,,
466,-1.0,200,0,0,0,,,
467,-3.0,200,0,0,0,,,
468,-2.0,200,1,0,0,,,
469,-1.0,200,0,0,0,,,
470,-1.0,200,0,0,0,,,
471,-3.0,200,1,0,0,,,
472,-3.0,200,0,0,0,,,
473,-1.0,200,0,0,0,,,
474,-1.0,200,0,0,0,,,
475,-2.0,200,1,0,0,,,
476,-5.0,200,1,0,0,,,
477,-3.0,200,1,0,0,,,
478,-1.0,200,0,0,0,,,
479,-2.0,200,1,0,0,,,
480,-1.0,200,0,0,0,,,
481,-2.0,200,0,0,0,,,
482,-3.0,200,0,0,0,,,
483,-1.0,200,0,0,0,,,
484,10.0,196,0,1,1,,,
485,-1.0,200,0,0,0,,,
486,-3.0,200,1,0,0,,,
487,-3.0,200,1,0,0,,,
488,-1.0,200,0,0,0,,,
489,-1.0,200,0,0,0,,,
490,-1.0,200,0,0,0,,,
491,-2.0,200,1,0,0,,,
492,-4.0,200,2,0,0,,,
493,-2.0,200,0,0,0,,,
494,-1.0,200,0,0,0,,,
495,-1.0,200,0,0,0,,,
496,-3.0,200,2,0,0,,,
497,-3.0,200,1,0,0,,,
498,-1.0,200,0,0,0,,,
499,-2.0,200,1,0,0,,,
500,-1.0,200,0,0,0,,,
501,-1.0,200,0,0,0,,,
502,-2.0,200,1,0,0,,,
503,-2.0,200,1,0,0,,,
504,-2.0,200,1,0,0,,,
505,-1.0,200,0,0,0,,,
506,-2.0,200,1,0,0,,,
507,-2.0,200,0,0,0,,,
508,-1.0,200,0,0,0,,,
509,-2.0,200,0,0,0,,,
510,-2.0,200,1,0,0,,,
511,-2.0,200,1,0,0,,,
512,-1.0,200,0,0,0,,,
513,-1.0,200,0,0,0,,,
514,-2.0,200,1,0,0,,,
515,-2.0,200,1,0,0,,,
516,-1.0,200,0,0,0,,,
517,-2.0,200,1,0,0,,,
518,-1.0,200,0,0,0,,,
519,-1.0,200,0,0,0,,,
520,-2.0,200,1,0,0,,,
521,-2.0,200,0,0,0,,,
522,-1.0,200,0,0,0,,,
523,-1.0,200,0,0,0,,,
524,-4.0,200,0,0,0,,,
525,-1.0,200,0,0,0,,,
526,-5.0,200,0,0,0,,,
527,-5.0,200,0,0,0,,,
528,-1.0,200,0,0,0,,,
529,-1.0,200,0,0,0,,,
530,-1.0,200,0,0,0,,,
531,-2.0,200,1,0,0,,,
532,-3.0,200,1,0,0,,,
533,-2.0,200,1,0,0,,,
534,-2.0,200,1,0,0,,,
535,-2.0,200,0,0,0,,,
536,-1.0,200,0,0,0,,,
537,-2.0,200,1,0,0,,,
538,-1.0,200,0,0,0,,,
539,-1.0,200,0,0,0,,,
540,-2.0,200,0,0,0,,,
541,-3.0,200,1,0,0,,,
542,-2.0,200,1,0,0,,,
543,-1.0,200,0,0,0,,,
544,-1.0,200,0,0,0,,,
545,-1.0,200,0,0,0,,,
546,-2.0,200,1,0,0,,,
547,-1.0,200,0,0,0,,,
548,-2.0,200,0,0,0,,,
549,-2.0,200,1,0,0,,,
550,-2.0,200,1,0,0,,,
551,-2.0,200,1,0,0,,,
552,-1.0,200,0,0,0,,,
553,-3.0,200,1,0,0,,,
554,-2.0,200,0,0,0,,,
555,-1.0,200,0,0,0,,,
556,-1.0,200,0,0,0,,,
557,-2.0,200,1,0,0,,,
558,-3.0,200,2,0,0,,,
559,-1.0,200,0,0,0,,,
560,-1.0,200,0,0,0,,,
561,-2.0,200,1,0,0,,,
562,-2.0,200,1,0,0,,,
563,-2.0,200,1,0,0,,,
564,-1.0,200,0,0,0,,,
565,-1.0,200,0,0,0,,,
566,-1.0,200,0,0,0,,,
567,-2.0,200,1,0,0,,,
568,-3.0,200,2,0,0,,,
569,-1.0,200,0,0,0,,,
570,-2.0,200,1,0,0,,,
571,-1.0,200,0,0,0,,,
572,-1.0,200,0,0,0,,,
573,-1.0,200,0,0,0,,,
574,-1.0,200,0,0,0,,,
575,-1.0,200,0,0,0,,,
576,-1.0,200,0,0,0,,,
577,9.0,145,0,1,1,,,
578,-1.0,200,0,0,0,,,
579,-1.0,200,0,0,0,,,
580,-3.0,200,1,0,0,,,
581,-1.0,200,0,0,0,,,
582,-1.0,200,0,0,0,,,
583,-2.0,200,1,0,0,,,
584,-2.0,200,1,0,0,,,
585,-1.0,200,0,0,0,,,
586,-2.0,200,0,0,0,,,
587,-2.0,200,1,0,0,,,
588,-2.0,200,0,0,0,,,
589,-4.0,200,1,0,0,,,
590,-1.0,200,0,0,0,,,
591,-1.0,200,0,0,0,,,
592,-1.0,200,0,0,0,,,
593,-2.0,200,1,0,0,,,
594,-2.0,200,0,0,0,,,
595,-1.0,200,0,0,0,,,
596,-1.0,200,0,0,0,,,
597,-2.0,200,1,0,0,,,
598,-2.0,200,1,0,0,,,
599,-3.0,200,1,0,0,,,
600,-2.0,200,1,0,0,,,
601,-2.0,200,0,0,0,,,
602,-1.0,200,0,0,0,,,
603,-2.0,200,1,0,0,,,
604,-1.0,200,0,0,0,,,
605,-1.0,200,0,0,0,,,
606,-1.0,200,0,0,0,,,
607,-1.0,200,0,0,0,,,
608,-1.0,200,0,0,0,,,
609,-2.0,200,1,0,0,,,
610,-1.0,200,0,0,0,,,
611,-2.0,200,1,0,0,,,
612,-1.0,200,0,0,0,,,
613,-3.0,200,2,0,0,,,
614,-3.0,200,1,0,0,,,
615,-1.0,200,0,0,0,,,
616,10.0,157,0,1,1,,,
617,-1.0,200,0,0,0,,,
618,10.0,169,0,1,1,,,
619,-1.0,200,0,0,0,,,
620,-1.0,200,0,0,0,,,
621,-1.0,200,0,0,0,,,
622,-1.0,200,0,0,0,,,
623,-1.0,200,0,0,0,,,
624,-2.0,200,1,0,0,,,
625,-3.0,200,0,0,0,,,
626,-3.0,200,1,0,0,,,
627,-2.0,200,1,0,0,,,
628,-2.0,200,0,0,0,,,
629,-2.0,200,0,0,0,,,
630,10.0,196,0,1,1,,,
631,-4.0,200,2,0,0,,,
632,-4.0,200,2,0,0,,,
633,-4.0,200,2,0,0,,,
634,-2.0,200,1,0,0,,,
635,-3.0,200,2,0,0,,,
636,-4.0,200,1,0,0,,,
637,-2.0,200,0,0,0,,,
638,10.0,143,0,1,1,,,
639,-2.0,200,0,0,0,,,
640,-1.0,200,0,0,0,,,
641,-1.0,200,0,0,0,,,
642,10.0,195,0,1,1,,,
643,-4.0,200,2,0,0,,,
644,-2.0,200,1,0,0,,,
645,-1.0,200,0,0,0,,,
646,-1.0,200,0,0,0,,,
647,-1.0,200,0,0,0,,,
648,10.0,191,0,1,1,,,
649,-1.0,200,0,0,0,,,
650,-2.0,200,1,0,0,,,
651,-3.0,200,1,0,0,,,
652,-3.0,200,2,0,0,,,
653,8.0,190,0,1,1,,,
654,-1.0,200,0,0,0,,,
655,-1.0,200,0,0,0,,,
656,10.0,179,0,1,1,,,
657,-3.0,200,2,0,0,,,
658,-7.0,200,1,0,0,,,
659,-1.0,200,0,0,0,,,
660,-3.0,200,2,0,0,,,
661,-3.0,200,1,0,0,,,
662,-2.0,200,1,0,0,,,
663,-2.0,200,1,0,0,,,
664,-3.0,200,2,0,0,,,
665,-3.0,200,2,0,0,,,
666,-3.0,200,2,0,0,,,
667,-1.0,200,0,0,0,,,
668,-1.0,200,0,0,0,,,
669,-2.0,200,1,0,0,,,
670,10.0,175,0,1,1,,,
671,-1.0,200,0,0,0,,,
672,10.0,161,0,1,1,,,
673,10.0,198,0,1,1,,,
674,-4.0,200,2,0,0,,,
675,9.0,182,0,1,1,,,
676,-2.0,200,1,0,0,,,
677,-6.0,200,0,0,0,,,
678,-5.0,200,2,0,0,,,
679,10.0,169,0,1,1,,,
680,10.0,160,0,1,1,,,
681,-4.0,200,0,0,0,,,
682,10.0,155,0,1,1,,,
683,7.0,157,0,1,1,,,
684,10.0,141,0,1,1,,,
685,10.0,174,0,1,1,,,
686,-2.0,200,0,0,0,,,
687,-2.0,200,1,0,0,,,
688,10.0,154,0,1,1,,,
689,-3.0,200,1,0,0,,,
690,-3.0,200,2,0,0,,,
691,-2.0,200,1,0,0,,,
692,-5.0,200,1,0,0,,,
693,-7.0,200,2,0,0,,,
694,-4.0,200,2,0,0,,,
695,10.0,160,0,1,1,,,
696,8.0,165,0,1,1,,,
697,-2.0,200,0,0,0,,,
698,-1.0,200,0,0,0,,,
699,-3.0,200,2,0,0,,,
700,-3.0,200,1,0,0,,,
701,-4.0,200,2,0,0,,,
702,10.0,155,0,1,1,,,
703,-3.0,200,2,0,0,,,
704,10.0,156,0,1,1,,,
705,10.0,186,0,1,1,,,
706,-3.0,200,2,0,0,,,
707,9.0,162,0,1,1,,,
708,-3.0,200,2,0,0,,,
709,-3.0,200,1,0,0,,,
710,8.0,171,0,1,1,,,
711,9.0,157,0,1,1,,,
712,9.0,176,0,1,1,,,
713,10.0,159,0,1,1,,,
714,9.0,170,0,1,1,,,
715,-3.0,200,2,0,0,,,
716,-3.0,200,2,0,0,,,
717,10.0,152,0,1,1,,,
718,10.0,157,0,1,1,,,
719,-4.0,200,2,0,0,,,
720,-1.0,200,0,0,0,,,
721,-3.0,200,2,0,0,,,
722,9.0,161,0,1,1,,,
723,9.0,156,0,1,1,,,
724,10.0,157,0,1,1,,,
725,10.0,163,0,1,1,,,
726,10.0,192,0,1,1,,,
727,10.0,189,0,1,1,,,
728,10.0,186,0,1,1,,,
729,10.0,148,0,1,1,,,
730,10.0,151,0,1,1,,,
731,-2.0,200,1,0,0,,,
732,-1.0,200,0,0,0,,,
733,10.0,167,0,1,1,,,
734,10.0,151,0,1,1,,,
735,9.0,172,0,1,1,,,
736,-3.0,200,2,0,0,,,
737,-3.0,200,2,0,0,,,
738,-2.0,200,1,0,0,,,
739,-3.0,200,2,0,0,,,
740,10.0,196,0,1,1,,,
741,10.0,149,0,1,1,,,
742,-3.0,200,2,0,0,,,
743,10.0,145,0,1,1,,,
744,10.0,149,0,1,1,,,
745,-4.0,200,2,0,0,,,
746,9.0,162,0,1,1,,,
747,9.0,159,0,1,1,,,
748,10.0,144,0,1,1,,,
749,-3.0,200,2,0,0,,,
750,10.0,145,0,1,1,,,
751,10.0,156,0,1,1,,,
752,-1.0,200,0,0,0,,,
753,-3.0,200,2,0,0,,,
754,10.0,149,0,1,1,,,
755,10.0,153,0,1,1,,,
756,10.0,148,0,1,1,,,
757,9.0,167,0,1,1,,,
758,-2.0,200,1,0,0,,,
759,-3.0,200,2,0,0,,,
760,10.0,151,0,1,1,,,
761,10.0,151,0,1,1,,,
762,8.0,155,0,1,1,,,
763,10.0,154,0,1,1,,,
764,-3.0,200,2,0,0,,,
765,10.0,156,0,1,1,,,
766,-3.0,200,2,0,0,,,
767,8.0,176,0,1,1,,,
768,-1.0,200,0,0,0,,,
769,10.0,163,0,1,1,,,
770,10.0,149,0,1,1,,,
771,-3.0,200,2,0,0,,,
772,-5.0,200,2,0,0,,,
773,10.0,152,0,1,1,,,
774,10.0,147,0,1,1,,,
775,10.0,151,0,1,1,,,
776,9.0,147,0,1,1,,,
777,9.0,154,0,1,1,,,
